id	0_seqid	1_start	2_end	3_strand	4_length	5_type	6_Note	Mutant1_M2-count	Mutant1_M2-rpkm	Mutant1_M3-count	Mutant1_M3-rpkm	Mutant1_M4-count	Mutant1_M4-rpkm	Mutant2_M1-count	Mutant2_M1-rpkm	Mutant2_M2-count	Mutant2_M2-rpkm	Mutant2_M3-count	Mutant2_M3-rpkm	Mutant2_M4-count	Mutant2_M4-rpkm	Mutant3_M3-count	Mutant3_M3-rpkm	Mutant3_M4-count	Mutant3_M4-rpkm	Mutant3_M1-count	Mutant3_M1-rpkm	Mutant3_M2-count	Mutant3_M2-rpkm	WT_M1-count	WT_M1-rpkm	WT_M2-count	WT_M2-rpkm	WT_M3-count	WT_M3-rpkm	WT_M4-count	WT_M4-rpkm
gene5801	Contig_1.1	2218852	2219549	-	698	gene		0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.11	0	0.00	0	0.00	0	0.00	0	0.00	1	0.10	0	0.00
gene5802	Contig_1.16	898453	899253	-	801	gene		120	15.62	171	15.93	184	14.05	639	48.10	338	29.05	851	66.62	622	49.95	163	17.90	230	22.40	976	58.65	301	24.78	402	25.06	344	24.54	298	27.15	221	24.39
gene5803	Contig_1.16	899927	901296	-	1370	gene		95	7.23	130	7.08	212	9.46	649	28.56	278	13.97	655	29.98	550	25.82	158	10.14	226	12.87	952	33.45	342	16.46	439	16.00	312	13.01	260	13.85	184	11.87
gene5804	Contig_1.16	903381	905009	+	1629	gene		499	31.93	693	31.74	795	29.84	1471	54.45	916	38.72	1556	59.90	1324	52.28	307	16.58	434	20.79	1596	47.16	962	38.95	1459	44.72	1316	46.15	1061	47.52	887	48.13
gene5805	Contig_1.16	908788	909600	+	813	gene		166	21.28	201	18.44	237	17.83	318	23.58	395	33.45	325	25.07	317	25.08	166	17.96	161	15.45	495	29.31	339	27.50	423	25.98	352	24.74	291	26.12	272	29.58
gene5806	Contig_1.16	910366	910788	-	423	gene		581	143.17	684	120.63	668	96.56	805	114.74	937	152.52	768	113.85	732	111.32	373	77.57	354	65.30	1044	118.80	668	104.15	915	108.01	832	112.37	722	124.54	717	149.84
gene5807	Contig_1.16	911365	912879	-	1515	gene		2132	146.68	3271	161.07	3864	155.95	508	20.22	388	17.63	437	18.09	483	20.51	186	10.80	176	9.06	567	18.01	191	8.31	4822	158.93	5351	201.78	2214	106.63	3472	202.59
gene5808	Contig_1.16	915181	915885	-	705	gene		378	55.89	563	59.57	322	27.93	33	2.82	14	1.37	46	4.09	36	3.28	36	4.49	29	3.21	52	3.55	27	2.53	951	67.35	732	59.32	445	46.06	640	80.25
gene5809	Contig_1.16	917891	918589	+	699	gene		0	0.00	0	0.00	1	0.09	1	0.09	1	0.10	2	0.18	0	0.00	0	0.00	0	0.00	0	0.00	1	0.09	0	0.00	0	0.00	0	0.00	0	0.00
gene5810	Contig_1.16	920800	922580	+	1781	gene		4	0.23	4	0.17	2	0.07	15	0.51	4	0.15	11	0.39	15	0.54	20	0.99	29	1.27	28	0.76	12	0.44	3	0.08	1	0.03	2	0.08	1	0.05
gene5811	Contig_1.16	925143	925667	-	525	gene		0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
gene5812	Contig_1.1	2228525	2231261	-	2737	gene		859	32.71	1878	51.19	1916	42.80	644	14.19	569	14.31	673	15.42	588	13.82	603	19.38	676	19.27	737	12.96	1010	24.34	1741	31.76	1226	25.59	1442	38.44	740	23.90
gene5813	Contig_1.17	2491	4569	+	2079	gene		728	36.50	1084	38.90	1377	40.50	1758	50.98	1558	51.60	1714	51.70	1825	56.47	1460	61.77	1537	57.68	2424	56.12	2192	69.53	2010	48.27	1760	48.36	1481	51.98	1072	45.58
gene5814	Contig_1.17	5958	10425	+	4468	gene		19	0.44	19	0.32	28	0.38	105	1.42	76	1.17	89	1.25	138	1.99	84	1.65	69	1.20	135	1.45	77	1.14	42	0.47	22	0.28	50	0.82	16	0.32
gene5815	Contig_1.17	11883	14207	-	2325	gene		18	0.81	29	0.93	32	0.84	140	3.63	117	3.46	106	2.86	108	2.99	55	2.08	31	1.04	76	1.57	67	1.90	91	1.95	96	2.36	96	3.01	55	2.09
gene5816	Contig_1.17	15744	16500	-	757	gene		833	114.70	1166	114.90	1150	92.89	1526	121.54	1520	138.25	1371	113.57	1264	107.41	598	69.49	717	73.90	1499	95.32	1002	87.29	1515	99.93	1246	94.03	1073	103.42	1135	132.54
gene5817	Contig_1.17	16669	19105	+	2437	gene		315	13.47	406	12.43	404	10.14	996	24.64	693	19.58	838	21.56	865	22.83	695	25.09	700	22.41	1404	27.73	817	22.11	674	13.81	467	10.95	708	21.20	356	12.91
gene5818	Contig_1.17	28948	32400	+	3453	gene		8	0.24	21	0.45	28	0.50	36	0.63	33	0.66	43	0.78	50	0.93	41	1.04	50	1.13	84	1.17	44	0.84	69	1.00	51	0.84	37	0.78	28	0.72
gene5819	Contig_1.17	33908	35276	-	1369	gene		39	2.97	47	2.56	50	2.23	180	7.93	129	6.49	153	7.01	154	7.24	75	4.82	85	4.84	191	6.72	95	4.58	117	4.27	139	5.80	99	5.28	87	5.62
gene5820	Contig_1.17	36916	37509	+	594	gene		174	30.53	198	24.87	207	21.31	380	38.57	293	33.96	346	36.53	412	44.62	272	40.28	324	42.56	409	33.14	266	29.53	270	22.70	240	23.08	218	26.78	199	29.62
gene5821	Contig_1.17	39732	41414	+	1683	gene		1120	69.36	1977	87.63	2366	85.96	2881	103.21	2724	111.44	3443	128.28	3291	125.79	5691	297.45	7195	333.55	4331	123.87	6725	263.52	2170	64.38	1723	58.49	1416	61.39	1223	64.24
gene5822	Contig_1.17	42503	44004	-	1502	gene		14	0.97	57	2.83	40	1.63	47	1.89	28	1.28	52	2.17	34	1.46	25	1.46	30	1.56	92	2.95	52	2.28	65	2.16	71	2.70	45	2.19	53	3.12
gene5823	Contig_1.1	264220	265058	-	839	gene		97	12.05	139	12.36	135	9.84	210	15.09	165	13.54	189	14.13	187	14.34	103	10.80	81	7.53	263	15.09	178	13.99	234	13.93	230	15.66	147	12.78	158	16.65
gene5824	Contig_1.1	2235833	2236563	+	731	gene		569	81.13	776	79.19	559	46.76	936	77.20	828	77.99	879	75.40	929	81.75	727	87.48	795	84.85	1891	124.52	889	80.20	599	40.92	319	24.93	685	68.37	426	51.52
gene5825	Contig_1.17	45820	47877	-	2058	gene		206	10.43	481	17.44	233	6.92	672	19.69	741	24.79	640	19.50	528	16.50	190	8.12	302	11.45	526	12.30	290	9.29	623	15.12	585	16.24	363	12.87	299	12.84
gene5826	Contig_1.17	50385	51469	-	1085	gene		30	2.88	93	6.39	58	3.27	36	2.00	52	3.30	55	3.18	56	3.32	28	2.27	35	2.52	42	1.86	25	1.52	231	10.63	226	11.90	55	3.70	39	3.18
gene5827	Contig_1.17	54155	54915	-	761	gene		488	66.84	840	82.34	1225	98.43	1409	111.64	2306	208.64	1159	95.50	1219	103.04	378	43.69	418	42.86	944	59.71	1628	141.08	1056	69.29	1208	90.69	717	68.75	592	68.77
gene5828	Contig_1.17	55342	56860	+	1519	gene		188	12.90	306	15.03	246	9.90	154	6.11	156	7.07	154	6.36	174	7.37	66	3.82	103	5.29	204	6.46	179	7.77	641	21.07	456	17.15	186	8.93	167	9.72
gene5829	Contig_1.17	58129	63017	+	4889	gene		48	1.02	95	1.45	104	1.30	878	10.83	541	7.62	959	12.30	905	11.91	455	8.19	544	8.68	1119	11.02	506	6.83	198	2.02	154	1.80	260	3.88	65	1.18
gene5830	Contig_1.17	65777	66376	-	600	gene		48	8.34	67	8.33	58	5.91	133	13.37	136	15.61	123	12.85	106	11.36	43	6.30	87	11.31	135	10.83	72	7.91	99	8.24	78	7.43	59	7.17	67	9.87
gene5831	Contig_1.17	68999	69403	-	405	gene		6	1.54	16	2.95	10	1.51	426	63.42	308	52.36	486	75.25	371	58.93	215	46.70	241	46.43	563	66.91	497	80.93	36	4.44	24	3.39	76	13.69	20	4.37
gene5832	Contig_1.17	71075	71785	-	711	gene		6	0.88	14	1.47	14	1.20	473	40.11	347	33.60	453	39.95	420	38.00	299	36.99	338	37.09	831	56.26	606	56.21	24	1.69	26	2.09	69	7.08	17	2.11
gene5833	Contig_1.17	73207	75093	+	1887	gene		76	4.20	102	4.03	99	3.21	887	28.34	808	29.48	970	32.23	1003	34.19	888	41.40	874	36.14	2126	54.23	1632	57.04	185	4.90	73	2.21	217	8.39	78	3.65
gene5834	Contig_1.1	2236925	2238799	-	1875	gene		17	0.95	33	1.31	23	0.75	15	0.48	8	0.29	23	0.77	16	0.55	11	0.52	14	0.58	33	0.85	12	0.42	19	0.51	15	0.46	9	0.35	11	0.52
gene5835	Contig_1.17	75510	76384	-	875	gene		16	1.91	22	1.88	16	1.12	151	10.41	297	23.37	121	8.67	144	10.59	153	15.38	81	7.22	114	6.27	241	18.16	44	2.51	16	1.04	70	5.84	17	1.72
gene5836	Contig_1.17	78751	80994	-	2244	gene		15	0.70	13	0.43	26	0.71	63	1.69	78	2.39	56	1.56	52	1.49	24	0.94	26	0.90	61	1.31	42	1.23	43	0.96	31	0.79	49	1.59	14	0.55
gene5837	Contig_1.17	82495	84370	-	1876	gene		662	36.78	803	31.93	810	26.40	1455	46.76	1406	51.60	1361	45.49	1301	44.61	800	37.51	782	32.52	1547	39.69	1167	41.02	1793	47.72	1302	39.65	1584	61.61	1040	49.01
gene5838	Contig_1.17	86304	88193	+	1890	gene		19	1.05	33	1.30	35	1.13	98	3.13	101	3.68	128	4.25	102	3.47	63	2.93	67	2.77	207	5.27	267	9.32	76	2.01	60	1.81	77	2.97	41	1.92
gene5839	Contig_1.17	90979	92646	-	1668	gene		201	12.56	292	13.06	534	19.58	398	14.39	414	17.09	375	14.10	366	14.12	170	8.97	160	7.48	505	14.57	454	17.95	498	14.91	423	14.49	421	18.42	280	14.84
gene5840	Contig_1.17	93534	95659	-	2126	gene		1300	63.74	1985	69.65	1687	48.52	806	22.86	1129	36.56	655	19.32	788	23.84	445	18.41	482	17.69	985	22.30	1138	35.30	3678	86.38	1864	50.09	2142	73.52	1430	59.46
gene5841	Contig_1.17	103197	105157	-	1961	gene		176	9.35	213	8.10	331	10.32	634	19.49	468	16.43	540	17.27	533	17.48	266	11.93	301	11.98	659	16.18	434	14.60	726	18.49	626	18.24	495	18.42	258	11.63
gene5842	Contig_1.17	106049	107406	-	1358	gene		22	1.69	65	3.57	71	3.20	53	2.35	56	2.84	62	2.86	69	3.27	43	2.79	51	2.93	139	4.93	69	3.35	237	8.71	174	7.32	31	1.67	37	2.41
gene5843	Contig_1.17	108421	111739	-	3319	gene		28	0.88	31	0.70	38	0.70	111	2.02	67	1.39	103	1.95	126	2.44	44	1.17	47	1.10	116	1.68	66	1.31	84	1.26	101	1.74	65	1.43	40	1.07
gene5844	Contig_1.17	112606	115220	+	2615	gene		6	0.24	10	0.29	22	0.51	46	1.06	22	0.58	54	1.29	63	1.55	20	0.67	23	0.69	62	1.14	52	1.31	25	0.48	14	0.31	10	0.28	7	0.24
gene5845	Contig_1.1	2245884	2247493	-	1610	gene		16	1.04	52	2.41	29	1.10	12	0.45	10	0.43	17	0.66	19	0.76	9	0.49	8	0.39	24	0.72	3	0.12	14	0.43	14	0.50	4	0.18	10	0.55
gene5846	Contig_1.17	117617	118495	+	879	gene		2	0.24	3	0.25	0	0.00	4	0.27	13	1.02	6	0.43	5	0.37	4	0.40	6	0.53	10	0.55	4	0.30	5	0.28	4	0.26	6	0.50	3	0.30
gene5847	Contig_1.17	119707	121537	-	1831	gene		128	7.29	199	8.11	341	11.39	397	13.07	343	12.90	356	12.19	341	11.98	189	9.08	293	12.49	639	16.80	388	13.98	399	10.88	421	13.14	263	10.48	200	9.66
gene5848	Contig_1.17	121923	122481	-	559	gene		33	6.15	37	4.94	42	4.59	18	1.94	11	1.35	15	1.68	17	1.96	10	1.57	7	0.98	31	2.67	23	2.71	43	3.84	21	2.15	26	3.39	33	5.22
gene5849	Contig_1.17	123441	124304	-	864	gene		381	45.96	575	49.65	525	37.16	556	38.80	635	50.60	502	36.43	501	37.30	232	23.62	257	23.21	697	38.83	434	33.13	614	35.48	459	30.35	359	30.32	390	39.90
gene5850	Contig_1.17	126177	127486	+	1310	gene		322	25.62	627	35.71	814	37.99	440	20.25	427	22.44	483	23.12	394	19.35	296	19.88	410	24.42	680	24.99	830	41.78	1070	40.78	720	31.40	671	37.37	551	37.18
gene5851	Contig_1.17	132797	134954	-	2158	gene		1612	77.86	2414	83.45	3213	91.04	2303	64.35	2072	66.11	2286	66.43	2336	69.63	1568	63.92	1674	60.52	3083	68.77	2325	71.05	6159	142.51	4202	111.24	2419	81.79	2883	118.10
gene5852	Contig_1.17	136288	138349	+	2062	gene		1137	57.47	1653	59.80	1872	55.51	413	12.08	412	13.76	441	13.41	457	14.26	266	11.35	327	12.37	645	15.06	360	11.51	3089	74.80	2244	62.17	841	29.76	1642	70.39
gene5853	Contig_1.17	140395	142760	-	2366	gene		1407	61.98	3861	121.74	2716	70.19	71	1.81	47	1.37	72	1.91	91	2.47	41	1.52	63	2.08	124	2.52	71	1.98	1863	39.32	1029	24.85	280	8.64	559	20.89
gene5854	Contig_1.17	144258	145853	-	1596	gene		375	24.49	472	22.06	285	10.92	51	1.93	27	1.16	43	1.69	49	1.97	38	2.09	26	1.27	69	2.08	45	1.86	1142	35.73	711	25.45	227	10.38	714	39.55
gene5855	Contig_1.17	148415	149094	+	680	gene		250	38.32	280	30.72	295	26.53	602	53.38	454	45.97	524	48.32	451	42.66	247	31.95	367	42.11	547	38.72	438	42.48	596	43.76	463	38.90	332	35.62	295	38.35
gene5856	Contig_1.1	2249174	2253420	-	4247	gene		550	13.50	880	15.46	949	13.66	636	9.03	455	7.38	666	9.83	589	8.92	440	9.11	584	10.73	1209	13.70	580	9.01	1181	13.88	570	7.67	1022	17.56	369	7.68
gene5857	Contig_1.17	159123	161774	-	2652	gene		278	10.93	393	11.05	291	6.71	630	14.32	484	12.57	543	12.84	593	14.38	381	12.64	318	9.36	702	12.74	513	12.76	769	14.48	534	11.50	477	13.12	464	15.47
gene5858	Contig_1.17	162481	163458	+	978	gene		106	11.30	133	10.14	109	6.81	125	7.71	116	8.17	160	10.26	135	8.88	46	4.14	49	3.91	154	7.58	121	8.16	184	9.39	176	10.28	170	12.68	140	12.65
gene5859	Contig_1.17	164187	167000	-	2814	gene		238	8.82	310	8.22	285	6.19	382	8.18	310	7.58	392	8.74	362	8.28	310	9.69	331	9.18	590	10.09	434	10.17	484	8.59	312	6.33	399	10.35	254	7.98
gene5860	Contig_1.17	167278	168000	+	723	gene		601	86.64	824	85.02	1027	86.86	899	74.97	1049	99.90	796	69.04	845	75.18	417	50.74	388	41.87	1816	120.90	1045	95.32	1178	81.36	982	77.60	858	86.59	789	96.47
gene5861	Contig_1.17	168041	169045	+	1005	gene		701	72.70	745	55.30	778	47.34	957	57.41	1018	69.74	854	53.28	976	62.47	423	37.02	440	34.16	1248	59.77	793	52.04	1011	50.23	970	55.14	832	60.41	777	68.34
gene5862	Contig_1.17	169489	172264	-	2776	gene		322	12.09	396	10.64	456	10.04	797	17.31	605	15.01	778	17.57	726	16.82	575	18.22	629	17.68	1200	20.81	640	15.20	913	16.42	645	13.27	647	17.01	451	14.36
gene5863	Contig_1.17	174601	174921	+	321	gene		0	0.00	3	0.70	1	0.19	2	0.38	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.18	0	0.00	0	0.00
gene5864	Contig_1.17	177024	178768	+	1745	gene		0	0.00	0	0.00	1	0.04	3	0.10	4	0.16	9	0.32	4	0.15	3	0.15	6	0.27	6	0.17	0	0.00	0	0.00	0	0.00	0	0.00	2	0.10
gene5865	Contig_1.17	182086	183816	+	1731	gene		841	50.64	1252	53.96	1527	53.94	1318	45.91	1327	52.78	1334	48.32	1188	44.15	864	43.91	1068	48.14	2588	71.97	1443	54.98	1702	49.10	1461	48.22	1142	48.14	1152	58.83
gene5866	Contig_1.17	186530	187695	-	1166	gene		100	8.94	306	19.58	218	11.43	10	0.52	10	0.59	19	1.02	11	0.61	9	0.68	15	1.00	60	2.48	84	4.75	65	2.78	45	2.20	21	1.31	46	3.49
gene5867	Contig_1.1	2254366	2256269	-	1904	gene		1028	56.28	1578	61.83	1636	52.54	1866	59.09	1712	61.91	1703	56.09	1787	60.37	993	45.88	1066	43.68	2824	71.39	1660	57.50	2701	70.83	2763	82.90	1919	73.54	1461	67.83
gene5868	Contig_1.17	191500	193002	-	1503	gene		29	2.01	54	2.68	39	1.59	115	4.61	77	3.53	116	4.84	114	4.88	72	4.21	70	3.63	246	7.88	131	5.75	78	2.59	65	2.47	55	2.67	47	2.76
gene5869	Contig_1.17	194487	196028	+	1542	gene		11	0.74	26	1.26	35	1.39	55	2.15	26	1.16	71	2.89	68	2.84	38	2.17	46	2.33	121	3.78	39	1.67	45	1.46	37	1.37	26	1.23	15	0.86
gene5870	Contig_1.17	206794	208471	+	1678	gene		11	0.68	15	0.67	11	0.40	25	0.90	16	0.66	19	0.71	16	0.61	3	0.16	11	0.51	43	1.23	26	1.02	19	0.57	23	0.78	24	1.04	13	0.68
gene5871	Contig_1.17	209408	210689	+	1282	gene		11	0.89	7	0.41	10	0.48	9	0.42	12	0.64	19	0.93	14	0.70	12	0.82	8	0.49	23	0.86	13	0.67	6	0.23	14	0.62	8	0.46	2	0.14
gene5872	Contig_1.17	211424	214947	+	3524	gene		590	17.45	803	17.00	970	16.83	2506	42.88	1347	26.32	1973	35.11	2046	37.35	2662	66.45	2392	52.96	3231	44.13	2397	44.86	1972	27.94	1128	18.29	2033	42.09	701	17.58
gene5873	Contig_1.17	216501	218635	+	2135	gene		253	12.35	269	9.40	138	3.95	294	8.30	413	13.32	241	7.08	399	12.02	253	10.42	201	7.35	342	7.71	421	13.00	385	9.00	307	8.21	286	9.77	177	7.33
gene5874	Contig_1.17	219644	220579	-	936	gene		11	1.22	31	2.47	27	1.76	41	2.64	34	2.50	52	3.48	41	2.82	29	2.73	42	3.50	94	4.83	52	3.66	38	2.03	20	1.22	16	1.25	14	1.32
gene5875	Contig_1.17	221739	222444	+	706	gene		61	9.01	63	6.66	47	4.07	49	4.18	20	1.95	52	4.62	37	3.37	14	1.74	23	2.54	78	5.32	13	1.21	83	5.87	75	6.07	174	17.98	81	10.14
gene5876	Contig_1.17	223487	224107	+	621	gene		0	0.00	0	0.00	0	0.00	1	0.10	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.11	0	0.00	0	0.00	0	0.00	0	0.00
gene5877	Contig_1.17	225511	228147	-	2637	gene		18	0.71	28	0.79	27	0.63	181	4.14	97	2.53	164	3.90	172	4.20	63	2.10	80	2.37	205	3.74	146	3.65	59	1.12	46	1.00	55	1.52	37	1.24
gene5878	Contig_1.1	2259009	2260218	-	1210	gene		4625	398.41	5977	368.50	4792	242.16	6213	309.59	5642	321.04	6031	312.55	5923	314.89	4909	356.88	6133	395.46	9910	394.23	7234	394.28	5763	237.82	4060	191.69	6323	381.29	3578	261.40
gene5879	Contig_1.17	230933	232237	-	1305	gene		2	0.16	1	0.06	0	0.00	66	3.05	69	3.64	114	5.48	113	5.57	71	4.79	85	5.08	270	9.96	205	10.36	0	0.00	1	0.04	13	0.73	2	0.14
gene5880	Contig_1.17	233716	234876	+	1161	gene		7	0.63	13	0.84	14	0.74	2900	150.61	1483	87.95	2897	156.47	3030	167.88	2518	190.78	2395	160.95	5007	207.59	5352	304.01	20	0.86	24	1.18	711	44.68	26	1.98
gene5881	Contig_1.17	238311	242263	-	3953	gene		191	5.04	332	6.27	284	4.39	191	2.91	117	2.04	190	3.01	189	3.08	140	3.12	131	2.59	502	6.11	240	4.00	423	5.34	266	3.84	202	3.73	246	5.50
gene5882	Contig_1.17	242787	243332	-	546	gene		9	1.72	6	0.82	10	1.12	38	4.20	30	3.78	32	3.68	45	5.30	33	5.32	18	2.57	52	4.58	38	4.59	29	2.65	40	4.19	27	3.61	11	1.78
gene5883	Contig_1.17	246153	247873	+	1721	gene		131	7.93	139	6.03	248	8.81	452	15.84	482	19.28	419	15.27	429	16.04	175	8.94	168	7.62	301	8.42	329	12.61	529	15.35	452	15.00	383	16.24	221	11.35
gene5884	Contig_1.17	248516	250018	-	1503	gene		74	5.13	95	4.72	91	3.70	318	12.76	228	10.44	256	10.68	224	9.59	142	8.31	138	7.16	403	12.91	219	9.61	142	4.72	71	2.70	183	8.88	87	5.12
gene5885	Contig_1.17	250442	251406	+	965	gene		70	7.56	109	8.43	118	7.48	129	8.06	175	12.49	108	7.02	103	6.87	53	4.83	65	5.26	170	8.48	152	10.39	109	5.64	89	5.27	341	25.78	46	4.21
gene5886	Contig_1.17	255199	256863	+	1665	gene		639	40.00	1624	72.76	2529	92.88	27	0.98	16	0.66	18	0.68	49	1.89	16	0.85	33	1.55	45	1.30	30	1.19	1088	32.63	472	16.20	179	7.84	279	14.81
gene5887	Contig_1.17	259431	260120	+	690	gene		64	9.67	85	9.19	106	9.39	37	3.23	35	3.49	40	3.64	34	3.17	10	1.27	15	1.70	79	5.51	123	11.76	98	7.09	84	6.95	50	5.29	66	8.46
gene5888	Contig_1.17	260310	260836	-	527	gene		25	4.94	34	4.81	43	4.99	30	3.43	18	2.35	22	2.62	18	2.20	5	0.83	3	0.44	64	5.85	57	7.13	24	2.27	18	1.95	12	1.66	28	4.70
gene5889	Contig_1.1	2270752	2272388	-	1637	gene		15687	998.84	19569	891.78	19423	725.51	22526	829.68	17477	735.08	21878	838.05	21506	845.10	23776	1277.62	29323	1397.58	36710	1079.44	23725	955.80	23354	712.34	17062	595.45	25688	1144.99	14801	799.27
gene5890	Contig_1.17	261440	262094	-	655	gene		4019	639.56	5500	626.41	8555	798.64	22	2.03	37	3.89	14	1.34	16	1.57	4	0.54	5	0.60	32	2.35	7	0.70	4230	322.46	3004	262.01	974	108.50	3724	502.60
gene5891	Contig_1.17	262149	263061	-	913	gene		4311	492.17	6161	503.40	9164	613.74	17	1.12	49	3.70	16	1.10	20	1.41	2	0.19	12	1.03	39	2.06	10	0.72	5326	291.28	3937	246.35	1164	93.03	4763	461.17
gene5892	Contig_1.17	264938	267607	+	2670	gene		2804	109.46	4363	121.90	5930	135.81	27	0.61	22	0.57	15	0.35	36	0.87	23	0.76	25	0.73	41	0.74	23	0.57	2495	46.66	2573	55.05	547	14.95	2500	82.77
gene5893	Contig_1.17	269231	270078	-	848	gene		95	11.68	129	11.35	135	9.73	179	12.73	113	9.17	175	12.94	225	17.07	112	11.62	104	9.57	245	13.91	144	11.20	201	11.84	114	7.68	105	9.03	78	8.13
gene5894	Contig_1.17	270871	272742	+	1872	gene		237	13.20	364	14.51	372	12.15	504	16.23	422	15.52	459	15.38	429	14.74	292	13.72	344	14.34	568	14.61	425	14.97	694	18.51	491	14.98	435	16.96	355	16.76
gene5895	Contig_1.17	273685	274203	+	519	gene		0	0.00	0	0.00	2	0.24	1	0.12	3	0.40	4	0.48	1	0.12	3	0.51	2	0.30	1	0.09	5	0.64	2	0.19	2	0.22	1	0.14	1	0.17
gene5896	Contig_1.17	275120	276352	-	1233	gene		42	3.55	37	2.24	37	1.83	95	4.65	130	7.26	89	4.53	97	5.06	30	2.14	38	2.40	103	4.02	80	4.28	53	2.15	63	2.92	60	3.55	40	2.87
gene5897	Contig_1.17	277229	278471	-	1243	gene		14	1.17	41	2.46	33	1.62	67	3.25	84	4.65	48	2.42	46	2.38	38	2.69	27	1.69	95	3.68	79	4.19	68	2.73	34	1.56	35	2.05	27	1.92
gene5898	Contig_1.17	283022	283851	-	830	gene		206	25.87	247	22.20	205	15.10	2850	207.04	3440	285.36	2176	164.40	3207	248.55	2773	293.89	2503	235.29	2028	117.61	6639	527.51	252	15.16	227	15.62	956	84.04	133	14.17
gene5899	Contig_1.17	285570	287148	-	1579	gene		144	9.51	148	6.99	334	12.93	671	25.62	411	17.92	823	32.68	687	27.99	518	28.86	512	25.30	1264	38.53	975	40.72	386	12.21	277	10.02	261	12.06	133	7.45
gene5900	Contig_1.1	2274861	2276660	+	1800	gene		147	8.51	244	10.11	245	8.32	568	19.03	679	25.97	473	16.48	504	18.01	266	13.00	232	10.06	676	18.08	479	17.55	680	18.86	596	18.92	499	20.23	323	15.86
gene5901	Contig_1.17	291309	291986	-	678	gene		21	3.23	42	4.62	27	2.44	57	5.07	28	2.84	32	2.96	55	5.22	12	1.56	36	4.14	70	4.97	46	4.47	61	4.49	40	3.37	39	4.20	33	4.30
gene5902	Contig_1.17	293526	294755	+	1230	gene		31	2.63	46	2.79	50	2.49	77	3.77	55	3.08	88	4.49	71	3.71	37	2.65	43	2.73	114	4.46	76	4.07	91	3.69	93	4.32	53	3.14	67	4.82
gene5903	Contig_1.17	295678	297529	+	1852	gene		235	13.23	339	13.66	473	15.62	826	26.89	608	22.60	729	24.68	769	26.71	357	16.96	391	16.47	976	25.37	629	22.40	944	25.45	766	23.63	548	21.59	410	19.57
gene5904	Contig_1.17	297774	298970	+	1197	gene		192	16.72	256	15.95	377	19.26	637	32.09	452	26.00	558	29.23	577	31.01	316	23.22	323	21.05	716	28.79	398	21.93	608	25.36	457	21.81	413	25.18	277	20.46
gene5905	Contig_1.17	300061	301597	+	1537	gene		11	0.75	23	1.12	14	0.56	30	1.18	19	0.85	23	0.94	28	1.17	13	0.74	18	0.91	37	1.16	20	0.86	37	1.20	24	0.89	25	1.19	17	0.98
gene5906	Contig_1.17	301704	303093	-	1390	gene		40	3.00	45	2.42	64	2.82	60	2.60	62	3.07	81	3.65	65	3.01	37	2.34	43	2.41	100	3.46	65	3.08	95	3.41	73	3.00	79	4.15	69	4.39
gene5907	Contig_1.17	304160	307182	-	3023	gene		67	2.31	80	1.97	108	2.18	220	4.39	187	4.26	247	5.12	202	4.30	103	3.00	127	3.28	284	4.52	172	3.75	180	2.97	124	2.34	136	3.28	67	1.96
gene5908	Contig_1.17	308789	309288	+	500	gene		1	0.21	0	0.00	2	0.24	0	0.00	1	0.14	6	0.75	6	0.77	0	0.00	0	0.00	3	0.29	1	0.13	3	0.30	0	0.00	0	0.00	1	0.18
gene5909	Contig_1.17	309498	313819	-	4322	gene		0	0.00	0	0.00	1	0.01	1	0.01	0	0.00	1	0.01	2	0.03	0	0.00	2	0.04	6	0.07	3	0.05	2	0.02	1	0.01	0	0.00	0	0.00
gene5910	Contig_1.17	316743	318438	-	1696	gene		46	2.83	62	2.73	60	2.16	121	4.30	109	4.43	131	4.84	110	4.17	47	2.44	45	2.07	199	5.65	249	9.68	106	3.12	113	3.81	81	3.48	81	4.22
gene5911	Contig_1.1	2278634	2280058	+	1425	gene		213	15.58	464	24.29	373	16.01	461	19.51	337	16.28	506	22.27	489	22.07	402	24.82	446	24.42	871	29.42	542	25.08	557	19.52	318	12.75	371	19.00	242	15.01
gene5912	Contig_1.17	321633	322223	+	591	gene		1	0.18	1	0.13	4	0.41	3	0.31	1	0.12	0	0.00	2	0.22	2	0.30	1	0.13	0	0.00	2	0.22	1	0.08	5	0.48	0	0.00	1	0.15
gene5913	Contig_1.17	322401	322931	+	531	gene		3	0.59	1	0.14	1	0.12	1	0.11	5	0.65	2	0.24	2	0.24	2	0.33	0	0.00	2	0.18	1	0.12	3	0.28	4	0.43	2	0.27	9	1.50
gene5914	Contig_1.17	325796	329441	-	3646	gene		226	6.46	331	6.77	342	5.74	238	3.94	148	2.79	261	4.49	237	4.18	129	3.11	126	2.70	458	6.05	170	3.07	573	7.85	364	5.70	238	4.76	298	7.23
